country,iso3,year,value
Guinea,GIN,2023,60.74
Guinea-Bissau,GNB,2023,64.085
Guyana,GUY,2023,70.18
Haiti,HTI,2023,64.936
Honduras,HND,2023,72.884
"Hong Kong SAR, China",HKG,2023,85.2473170731707
Hungary,HUN,2023,76.7707317073171
Iceland,ISL,2023,82.6073170731707
India,IND,2023,72.003
Indonesia,IDN,2023,71.146
"Iran, Islamic Rep.",IRN,2023,77.654
Iraq,IRQ,2023,72.324
Ireland,IRL,2023,82.8609756097561
Isle of Man,IMN,2023,80.999
Israel,ISR,2023,83.1951219512195
Italy,ITA,2023,83.7
Jamaica,JAM,2023,71.479
Japan,JPN,2023,84.0412195121951
Jordan,JOR,2023,77.814
Kazakhstan,KAZ,2023,74.402
Kenya,KEN,2023,63.646
Kiribati,KIR,2023,66.473
"Korea, Dem. People's Rep.",PRK,2023,73.642
"Korea, Rep.",KOR,2023,83.4292682926829
Kosovo,XKX,2023,78.033
Kuwait,KWT,2023,83.1878048780488
Kyrgyz Republic,KGZ,2023,72.2487804878049
Lao PDR,LAO,2023,68.964
Latvia,LVA,2023,75.6780487804878
Lebanon,LBN,2023,77.817
Lesotho,LSO,2023,57.375
Liberia,LBR,2023,62.163
Libya,LBY,2023,69.339
Liechtenstein,LIE,2023,84.8414634146342
Lithuania,LTU,2023,76.9878048780488
Luxembourg,LUX,2023,83.3585365853659
"Macao SAR, China",MAC,2023,83.1804878048781
Madagascar,MDG,2023,63.632
Malawi,MWI,2023,67.353
Malaysia,MYS,2023,76.657
Maldives,MDV,2023,81.041
Mali,MLI,2023,60.439
Malta,MLT,2023,83.5073170731707
Marshall Islands,MHL,2023,66.945
Mauritania,MRT,2023,68.484
Mauritius,MUS,2023,73.4121951219512
Mexico,MEX,2023,75.069
"Micronesia, Fed. Sts.",FSM,2023,67.198
Moldova,MDA,2023,71.198
Monaco,MCO,2023,86.372
Mongolia,MNG,2023,72.1224390243902
Montenegro,MNE,2023,77.5878048780488
Morocco,MAR,2023,75.313
Mozambique,MOZ,2023,63.611
Myanmar,MMR,2023,66.889
Namibia,NAM,2023,67.385
Nauru,NRU,2023,62.109
Nepal,NPL,2023,70.354
Netherlands,NLD,2023,81.9146341463415
New Caledonia,NCL,2023,78.766
New Zealand,NZL,2023,83.0048780487805
Nicaragua,NIC,2023,74.947
Niger,NER,2023,61.183
Nigeria,NGA,2023,54.462
North Macedonia,MKD,2023,75.3160975609756
Northern Mariana Islands,MNP,2023,78.808
Norway,NOR,2023,83.1121951219512
Oman,OMN,2023,80.031
Pakistan,PAK,2023,67.649
Palau,PLW,2023,69.269
Panama,PAN,2023,79.594
Papua New Guinea,PNG,2023,66.134
Paraguay,PRY,2023,73.844
Peru,PER,2023,77.74
Philippines,PHL,2023,69.833
Poland,POL,2023,78.5073170731707
Portugal,PRT,2023,82.2804878048781
Puerto Rico,PRI,2023,81.69
Qatar,QAT,2023,82.368
Romania,ROU,2023,76.6073170731707
Russian Federation,RUS,2023,73.2546341463415
Rwanda,RWA,2023,67.785
Samoa,WSM,2023,71.698
San Marino,SMR,2023,85.706
Sao Tome and Principe,STP,2023,69.718
Saudi Arabia,SAU,2023,78.732
Senegal,SEN,2023,68.683
Serbia,SRB,2023,76.2209756097561
Seychelles,SYC,2023,74.9585365853659
Sierra Leone,SLE,2023,61.786
Singapore,SGP,2023,82.8951219512195
Sint Maarten (Dutch part),SXM,2023,76.371
Slovak Republic,SVK,2023,78.0170731707317
Slovenia,SVN,2023,81.9780487804878
Solomon Islands,SLB,2023,70.528
Somalia,SOM,2023,58.816
South Africa,ZAF,2023,66.139
South Sudan,SSD,2023,57.617
Spain,ESP,2023,83.8829268292683
Sri Lanka,LKA,2023,77.483
St. Kitts and Nevis,KNA,2023,72.145
St. Lucia,LCA,2023,72.697
St. Martin (French part),MAF,2023,80.224
St. Vincent and the Grenadines,VCT,2023,71.23
Sudan,SDN,2023,66.331
Suriname,SUR,2023,73.631
Sweden,SWE,2023,83.309756097561
Switzerland,CHE,2023,84.0560975609756
Syrian Arab Republic,SYR,2023,72.12
Tajikistan,TJK,2023,71.79
Tanzania,TZA,2023,66.995
Thailand,THA,2023,76.412
Timor-Leste,TLS,2023,67.689
Togo,TGO,2023,62.739
Tonga,TON,2023,72.895
Trinidad and Tobago,TTO,2023,73.49
Tunisia,TUN,2023,76.508
Turkiye,TUR,2023,77.156
Turkmenistan,TKM,2023,70.073
Turks and Caicos Islands,TCA,2023,78.008
Tuvalu,TUV,2023,67.105
Uganda,UGA,2023,68.252
Ukraine,UKR,2023,73.422
United Arab Emirates,ARE,2023,82.909
United Kingdom,GBR,2023,81.2380975609756
United States,USA,2023,78.3853658536585
Uruguay,URY,2023,78.138
Uzbekistan,UZB,2023,72.388
Vanuatu,VUT,2023,71.477
"Venezuela, RB",VEN,2023,72.514
Viet Nam,VNM,2023,74.588
Virgin Islands (U.S.),VIR,2023,80.519512195122
West Bank and Gaza,PSE,2023,65.17
"Yemen, Rep.",YEM,2023,69.295
Zambia,ZMB,2023,66.349
Zimbabwe,ZWE,2023,62.775
