country,iso3,year,value
South Africa,ZAF,2023,63212384.0
South Sudan,SSD,2023,11483374.0
Spain,ESP,2023,48347910.0
Sri Lanka,LKA,2023,22037000.0
St. Kitts and Nevis,KNA,2023,46758.0
St. Lucia,LCA,2023,179285.0
St. Martin (French part),MAF,2023,27515.0
St. Vincent and the Grenadines,VCT,2023,101323.0
Sudan,SDN,2023,50042791.0
Suriname,SUR,2023,628886.0
Sweden,SWE,2023,10536632.0
Switzerland,CHE,2023,8888093.0
Syrian Arab Republic,SYR,2023,23594623.0
Tajikistan,TJK,2023,10389799.0
Tanzania,TZA,2023,66617606.0
Thailand,THA,2023,71702435.0
Timor-Leste,TLS,2023,1384286.0
Togo,TGO,2023,9304337.0
Tonga,TON,2023,104597.0
Trinidad and Tobago,TTO,2023,1367510.0
Tunisia,TUN,2023,12200431.0
Turkiye,TUR,2023,85325965.0
Turkmenistan,TKM,2023,7364438.0
Turks and Caicos Islands,TCA,2023,46198.0
Tuvalu,TUV,2023,9816.0
Uganda,UGA,2023,48656601.0
Ukraine,UKR,2023,37732836.0
United Arab Emirates,ARE,2023,10483751.0
United Kingdom,GBR,2023,68350000.0
United States,USA,2023,334914895.0
Uruguay,URY,2023,3388081.0
Uzbekistan,UZB,2023,35652307.0
Vanuatu,VUT,2023,320409.0
"Venezuela, RB",VEN,2023,28300854.0
Viet Nam,VNM,2023,100352192.0
Virgin Islands (U.S.),VIR,2023,104917.0
West Bank and Gaza,PSE,2023,5165775.0
"Yemen, Rep.",YEM,2023,39390799.0
Zambia,ZMB,2023,20723965.0
Zimbabwe,ZWE,2023,16340822.0
