country,iso3,year,value
Kazakhstan,KAZ,2023,262641892078.524
Kenya,KEN,2023,108038588970.595
Kiribati,KIR,2023,279208903.337644
"Korea, Dem. People's Rep.",PRK,2023,
"Korea, Rep.",KOR,2023,1712792854202.37
Kosovo,XKX,2023,10468219225.4869
Kuwait,KWT,2023,163704878875.85
Kyrgyz Republic,KGZ,2023,13987627908.8381
Lao PDR,LAO,2023,15843155731.2552
Latvia,LVA,2023,42247850064.5125
Lebanon,LBN,2023,
Lesotho,LSO,2023,2117962450.79469
Liberia,LBR,2023,4240000000.0
Libya,LBY,2023,45096462972.4014
Liechtenstein,LIE,2023,
Lithuania,LTU,2023,79789877416.1681
Luxembourg,LUX,2023,85755006123.5976
"Macao SAR, China",MAC,2023,45803067940.4072
Madagascar,MDG,2023,15790113246.7478
Malawi,MWI,2023,12712150082.0792
Malaysia,MYS,2023,399705169318.477
Maldives,MDV,2023,6590894301.9579
Mali,MLI,2023,20661794596.0873
Malta,MLT,2023,22328640241.5553
Marshall Islands,MHL,2023,259300000.0
Mauritania,MRT,2023,10651709411.4594
Mauritius,MUS,2023,14644524819.0054
Mexico,MEX,2023,1789114434843.46
"Micronesia, Fed. Sts.",FSM,2023,460000000.0
Moldova,MDA,2023,16539436547.295
Monaco,MCO,2023,9995350547.12166
Mongolia,MNG,2023,20325121393.9074
Montenegro,MNE,2023,7530593375.22034
Morocco,MAR,2023,144417103249.646
Mozambique,MOZ,2023,20954220983.5473
Myanmar,MMR,2023,66757619000.0
Namibia,NAM,2023,12351025066.9131
Nauru,NRU,2023,154170289.321861
Nepal,NPL,2023,40908073366.8455
Netherlands,NLD,2023,1154361305398.06
New Caledonia,NCL,2023,
New Zealand,NZL,2023,252175506110.168
Nicaragua,NIC,2023,17829218219.3591
Niger,NER,2023,16819170420.5653
Nigeria,NGA,2023,363846332834.618
North Macedonia,MKD,2023,15763621848.115
Northern Mariana Islands,MNP,2023,
Norway,NOR,2023,485310823603.662
Oman,OMN,2023,108810923276.983
Pakistan,PAK,2023,337912301397.727
Palau,PLW,2023,281849062.5
Panama,PAN,2023,83318176900.0
Papua New Guinea,PNG,2023,30729242919.4411
Paraguay,PRY,2023,42956263543.9482
Peru,PER,2023,267603248655.253
Philippines,PHL,2023,437146372729.942
Poland,POL,2023,809200697797.088
Portugal,PRT,2023,289114289663.542
Puerto Rico,PRI,2023,117902300000.0
Qatar,QAT,2023,213002809330.267
Romania,ROU,2023,350775856415.189
Russian Federation,RUS,2023,2021421476035.42
Rwanda,RWA,2023,14097768472.1883
Samoa,WSM,2023,938189443.830393
San Marino,SMR,2023,
Sao Tome and Principe,STP,2023,678976264.835436
Saudi Arabia,SAU,2023,1067582933333.33
Senegal,SEN,2023,30848333083.7055
Serbia,SRB,2023,81342660752.3732
Seychelles,SYC,2023,2141450171.13932
Sierra Leone,SLE,2023,6411869546.28929
Singapore,SGP,2023,501427500080.059
Sint Maarten (Dutch part),SXM,2023,1627776949.27374
Slovak Republic,SVK,2023,132908336234.295
Slovenia,SVN,2023,69148468417.3208
Solomon Islands,SLB,2023,1633319401.19414
Somalia,SOM,2023,10968517090.0004
South Africa,ZAF,2023,380699271814.508
South Sudan,SSD,2023,
Spain,ESP,2023,1620090734956.89
Sri Lanka,LKA,2023,84356863743.6335
St. Kitts and Nevis,KNA,2023,1055499777.77778
St. Lucia,LCA,2023,2430148148.14815
St. Martin (French part),MAF,2023,
St. Vincent and the Grenadines,VCT,2023,1065962962.96296
Sudan,SDN,2023,109265503110.904
Suriname,SUR,2023,3455146280.83975
Sweden,SWE,2023,584960475767.32
Switzerland,CHE,2023,884940402230.409
Syrian Arab Republic,SYR,2023,
Tajikistan,TJK,2023,12060602008.8478
Tanzania,TZA,2023,79062403820.892
Thailand,THA,2023,514968699239.005
Timor-Leste,TLS,2023,2079916900.0
Togo,TGO,2023,9171261837.57103
Tonga,TON,2023,
Trinidad and Tobago,TTO,2023,27372285697.9477
Tunisia,TUN,2023,48529595416.6533
Turkiye,TUR,2023,1118252964260.77
Turkmenistan,TKM,2023,60628857142.8571
Turks and Caicos Islands,TCA,2023,1402054390.94734
Tuvalu,TUV,2023,62280311.5852172
Uganda,UGA,2023,48768955863.3175
Ukraine,UKR,2023,178757021965.008
United Arab Emirates,ARE,2023,514130432653.081
United Kingdom,GBR,2023,3380854520809.54
United States,USA,2023,27720709000000.0
Uruguay,URY,2023,77240830877.4597
Uzbekistan,UZB,2023,101591769702.343
Vanuatu,VUT,2023,1126313359.21923
"Venezuela, RB",VEN,2023,
Viet Nam,VNM,2023,429716969043.572
Virgin Islands (U.S.),VIR,2023,
West Bank and Gaza,PSE,2023,17420800000.0
"Yemen, Rep.",YEM,2023,
Zambia,ZMB,2023,27577956471.244
Zimbabwe,ZWE,2023,35231367885.8554
